Date,Package Name,Country,Daily Average Rating,Total Average Rating
2021-06-05,com.vansteinengroentjes.apps.ddfive,CH,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,CA,,4.12
2021-06-05,com.vansteinengroentjes.apps.ddfive,BY,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,BW,,1.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,CY,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,BR,,4.35
2021-06-05,com.vansteinengroentjes.apps.ddfive,BH,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,BG,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,BE,,3.7
2021-06-05,com.vansteinengroentjes.apps.ddfive,BD,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,BA,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,AU,,4.19
2021-06-05,com.vansteinengroentjes.apps.ddfive,AT,,3.91
2021-06-05,com.vansteinengroentjes.apps.ddfive,AR,,4.2
2021-06-05,com.vansteinengroentjes.apps.ddfive,BN,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,CZ,,4.8
2021-06-05,com.vansteinengroentjes.apps.ddfive,IT,,4.28
2021-06-05,com.vansteinengroentjes.apps.ddfive,DK,,4.2
2021-06-05,com.vansteinengroentjes.apps.ddfive,IR,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,IQ,,2.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,IN,,4.18
2021-06-05,com.vansteinengroentjes.apps.ddfive,IL,,4.18
2021-06-05,com.vansteinengroentjes.apps.ddfive,IE,,4.41
2021-06-05,com.vansteinengroentjes.apps.ddfive,DE,,4.15
2021-06-05,com.vansteinengroentjes.apps.ddfive,HU,,4.29
2021-06-05,com.vansteinengroentjes.apps.ddfive,HR,,4.45
2021-06-05,com.vansteinengroentjes.apps.ddfive,HK,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,ID,,4.55
2021-06-05,com.vansteinengroentjes.apps.ddfive,GR,,4.57
2021-06-05,com.vansteinengroentjes.apps.ddfive,GT,,2.5
2021-06-05,com.vansteinengroentjes.apps.ddfive,EC,,4.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,EE,,5.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,EG,,4.86
2021-06-05,com.vansteinengroentjes.apps.ddfive,DO,,2.0
2021-06-05,com.vansteinengroentjes.apps.ddfive,FI,,3.67
2021-06-05,com.vansteinengroentjes.apps.ddfive,FR,,4.5
2021-06-05,com.vansteinengroentjes.apps.ddfive,GB,,4.19
2021-06-05,com.vansteinengroentjes.apps.ddfive,ES,,3.96
2021-06-06,com.vansteinengroentjes.apps.ddfive,PE,,4.86
2021-06-06,com.vansteinengroentjes.apps.ddfive,PA,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,NZ,,4.43
2021-06-06,com.vansteinengroentjes.apps.ddfive,NO,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,NL,,4.16
2021-06-06,com.vansteinengroentjes.apps.ddfive,NI,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,MZ,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,MY,,4.38
2021-06-06,com.vansteinengroentjes.apps.ddfive,KR,,3.5
2021-06-06,com.vansteinengroentjes.apps.ddfive,MT,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,MD,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,LY,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,LV,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,LU,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,LT,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,LB,,4.5
2021-06-06,com.vansteinengroentjes.apps.ddfive,KW,,3.5
2021-06-06,com.vansteinengroentjes.apps.ddfive,PH,,4.24
2021-06-06,com.vansteinengroentjes.apps.ddfive,MX,,4.49
2021-06-06,com.vansteinengroentjes.apps.ddfive,PK,,3.75
2021-06-06,com.vansteinengroentjes.apps.ddfive,SI,,4.6
2021-06-06,com.vansteinengroentjes.apps.ddfive,PR,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,JP,,4.14
2021-06-06,com.vansteinengroentjes.apps.ddfive,VN,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,VE,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,UY,,4.86
2021-06-06,com.vansteinengroentjes.apps.ddfive,US,,4.04
2021-06-06,com.vansteinengroentjes.apps.ddfive,UA,,4.75
2021-06-06,com.vansteinengroentjes.apps.ddfive,TW,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,TR,,4.71
2021-06-06,com.vansteinengroentjes.apps.ddfive,TH,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,SV,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,SK,,4.25
2021-06-06,com.vansteinengroentjes.apps.ddfive,SG,,4.71
2021-06-06,com.vansteinengroentjes.apps.ddfive,SE,,4.22
2021-06-06,com.vansteinengroentjes.apps.ddfive,RU,,3.83
2021-06-06,com.vansteinengroentjes.apps.ddfive,RS,,4.63
2021-06-06,com.vansteinengroentjes.apps.ddfive,RO,,4.91
2021-06-06,com.vansteinengroentjes.apps.ddfive,PY,,1.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,PW,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,PT,,3.77
2021-06-06,com.vansteinengroentjes.apps.ddfive,PL,,4.32
2021-06-06,com.vansteinengroentjes.apps.ddfive,ZA,,4.35
2021-06-06,com.vansteinengroentjes.apps.ddfive,JM,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,IS,,4.33
2021-06-06,com.vansteinengroentjes.apps.ddfive,CR,,4.63
2021-06-06,com.vansteinengroentjes.apps.ddfive,CO,,4.72
2021-06-06,com.vansteinengroentjes.apps.ddfive,CN,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,CL,,4.2
2021-06-06,com.vansteinengroentjes.apps.ddfive,CH,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,CA,,4.12
2021-06-06,com.vansteinengroentjes.apps.ddfive,BY,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,BR,,4.35
2021-06-06,com.vansteinengroentjes.apps.ddfive,CY,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,BN,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,BG,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,BE,,3.7
2021-06-06,com.vansteinengroentjes.apps.ddfive,BD,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,BA,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,AU,,4.19
2021-06-06,com.vansteinengroentjes.apps.ddfive,AT,,3.91
2021-06-06,com.vansteinengroentjes.apps.ddfive,AR,,4.2
2021-06-06,com.vansteinengroentjes.apps.ddfive,IT,,4.28
2021-06-06,com.vansteinengroentjes.apps.ddfive,BH,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,CZ,,4.8
2021-06-06,com.vansteinengroentjes.apps.ddfive,BW,,1.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,DK,,4.2
2021-06-06,com.vansteinengroentjes.apps.ddfive,DE,,4.15
2021-06-06,com.vansteinengroentjes.apps.ddfive,IQ,,2.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,IN,,4.18
2021-06-06,com.vansteinengroentjes.apps.ddfive,IL,,4.18
2021-06-06,com.vansteinengroentjes.apps.ddfive,IE,,4.41
2021-06-06,com.vansteinengroentjes.apps.ddfive,ID,,4.55
2021-06-06,com.vansteinengroentjes.apps.ddfive,HU,,4.29
2021-06-06,com.vansteinengroentjes.apps.ddfive,HR,,4.45
2021-06-06,com.vansteinengroentjes.apps.ddfive,HK,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,GT,,2.5
2021-06-06,com.vansteinengroentjes.apps.ddfive,IR,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,DO,,2.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,GB,,4.19
2021-06-06,com.vansteinengroentjes.apps.ddfive,FR,,4.5
2021-06-06,com.vansteinengroentjes.apps.ddfive,FI,,3.67
2021-06-06,com.vansteinengroentjes.apps.ddfive,ES,,3.96
2021-06-06,com.vansteinengroentjes.apps.ddfive,EG,,4.86
2021-06-06,com.vansteinengroentjes.apps.ddfive,EE,,5.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,EC,,4.0
2021-06-06,com.vansteinengroentjes.apps.ddfive,GR,,4.57
2021-06-07,com.vansteinengroentjes.apps.ddfive,NI,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,NL,,4.16
2021-06-07,com.vansteinengroentjes.apps.ddfive,NO,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,PH,,4.24
2021-06-07,com.vansteinengroentjes.apps.ddfive,PA,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,PE,,4.86
2021-06-07,com.vansteinengroentjes.apps.ddfive,MZ,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,NZ,,4.43
2021-06-07,com.vansteinengroentjes.apps.ddfive,MY,,4.38
2021-06-07,com.vansteinengroentjes.apps.ddfive,LV,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,MT,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,MD,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,LY,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,LU,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,LT,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,LB,,4.5
2021-06-07,com.vansteinengroentjes.apps.ddfive,KW,,3.5
2021-06-07,com.vansteinengroentjes.apps.ddfive,KR,,3.5
2021-06-07,com.vansteinengroentjes.apps.ddfive,MX,,4.49
2021-06-07,com.vansteinengroentjes.apps.ddfive,PL,,4.32
2021-06-07,com.vansteinengroentjes.apps.ddfive,JP,,4.14
2021-06-07,com.vansteinengroentjes.apps.ddfive,PT,,3.77
2021-06-07,com.vansteinengroentjes.apps.ddfive,ZA,,4.35
2021-06-07,com.vansteinengroentjes.apps.ddfive,VN,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,VE,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,UY,,4.86
2021-06-07,com.vansteinengroentjes.apps.ddfive,US,5.0,4.04
2021-06-07,com.vansteinengroentjes.apps.ddfive,UA,,4.75
2021-06-07,com.vansteinengroentjes.apps.ddfive,TW,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,TR,,4.71
2021-06-07,com.vansteinengroentjes.apps.ddfive,TH,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,SV,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,SK,,4.25
2021-06-07,com.vansteinengroentjes.apps.ddfive,SI,,4.6
2021-06-07,com.vansteinengroentjes.apps.ddfive,SG,,4.71
2021-06-07,com.vansteinengroentjes.apps.ddfive,SE,,4.22
2021-06-07,com.vansteinengroentjes.apps.ddfive,RU,,3.83
2021-06-07,com.vansteinengroentjes.apps.ddfive,RS,,4.63
2021-06-07,com.vansteinengroentjes.apps.ddfive,RO,,4.91
2021-06-07,com.vansteinengroentjes.apps.ddfive,PY,,1.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,PW,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,PR,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,JM,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,PK,,3.75
2021-06-07,com.vansteinengroentjes.apps.ddfive,IS,,4.33
2021-06-07,com.vansteinengroentjes.apps.ddfive,CY,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,CR,,4.63
2021-06-07,com.vansteinengroentjes.apps.ddfive,CO,,4.72
2021-06-07,com.vansteinengroentjes.apps.ddfive,CN,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,CL,,4.2
2021-06-07,com.vansteinengroentjes.apps.ddfive,CH,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,CA,,4.12
2021-06-07,com.vansteinengroentjes.apps.ddfive,BY,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,CZ,,4.8
2021-06-07,com.vansteinengroentjes.apps.ddfive,BW,,1.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,BN,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,BH,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,BG,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,BE,,3.7
2021-06-07,com.vansteinengroentjes.apps.ddfive,BD,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,BA,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,AU,,4.19
2021-06-07,com.vansteinengroentjes.apps.ddfive,AT,,3.91
2021-06-07,com.vansteinengroentjes.apps.ddfive,BR,,4.35
2021-06-07,com.vansteinengroentjes.apps.ddfive,DE,,4.15
2021-06-07,com.vansteinengroentjes.apps.ddfive,AR,,4.2
2021-06-07,com.vansteinengroentjes.apps.ddfive,IT,,4.28
2021-06-07,com.vansteinengroentjes.apps.ddfive,IR,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,IQ,,2.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,IN,,4.18
2021-06-07,com.vansteinengroentjes.apps.ddfive,IL,,4.18
2021-06-07,com.vansteinengroentjes.apps.ddfive,IE,,4.41
2021-06-07,com.vansteinengroentjes.apps.ddfive,DK,,4.2
2021-06-07,com.vansteinengroentjes.apps.ddfive,HU,,4.29
2021-06-07,com.vansteinengroentjes.apps.ddfive,HR,,4.45
2021-06-07,com.vansteinengroentjes.apps.ddfive,HK,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,ID,,4.55
2021-06-07,com.vansteinengroentjes.apps.ddfive,GR,,4.57
2021-06-07,com.vansteinengroentjes.apps.ddfive,GT,,2.5
2021-06-07,com.vansteinengroentjes.apps.ddfive,EC,,4.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,EE,,5.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,EG,,4.86
2021-06-07,com.vansteinengroentjes.apps.ddfive,DO,,2.0
2021-06-07,com.vansteinengroentjes.apps.ddfive,FI,,3.67
2021-06-07,com.vansteinengroentjes.apps.ddfive,FR,,4.5
2021-06-07,com.vansteinengroentjes.apps.ddfive,GB,,4.19
2021-06-07,com.vansteinengroentjes.apps.ddfive,ES,,3.96
2021-06-08,com.vansteinengroentjes.apps.ddfive,PE,,4.86
2021-06-08,com.vansteinengroentjes.apps.ddfive,PA,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,NZ,,4.43
2021-06-08,com.vansteinengroentjes.apps.ddfive,NO,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,NL,,4.16
2021-06-08,com.vansteinengroentjes.apps.ddfive,NI,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,MZ,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,MY,,4.38
2021-06-08,com.vansteinengroentjes.apps.ddfive,KR,,3.5
2021-06-08,com.vansteinengroentjes.apps.ddfive,MT,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,MD,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,LY,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,LV,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,LU,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,LT,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,LB,,4.5
2021-06-08,com.vansteinengroentjes.apps.ddfive,KW,,3.5
2021-06-08,com.vansteinengroentjes.apps.ddfive,PH,,4.24
2021-06-08,com.vansteinengroentjes.apps.ddfive,MX,,4.49
2021-06-08,com.vansteinengroentjes.apps.ddfive,PK,,3.75
2021-06-08,com.vansteinengroentjes.apps.ddfive,SI,,4.6
2021-06-08,com.vansteinengroentjes.apps.ddfive,PR,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,JP,,4.14
2021-06-08,com.vansteinengroentjes.apps.ddfive,VN,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,VE,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,UY,,4.86
2021-06-08,com.vansteinengroentjes.apps.ddfive,US,5.0,4.04
2021-06-08,com.vansteinengroentjes.apps.ddfive,UA,,4.75
2021-06-08,com.vansteinengroentjes.apps.ddfive,TW,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,TR,,4.71
2021-06-08,com.vansteinengroentjes.apps.ddfive,TH,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,SV,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,SK,,4.25
2021-06-08,com.vansteinengroentjes.apps.ddfive,SG,,4.71
2021-06-08,com.vansteinengroentjes.apps.ddfive,SE,,4.22
2021-06-08,com.vansteinengroentjes.apps.ddfive,RU,,3.83
2021-06-08,com.vansteinengroentjes.apps.ddfive,RS,,4.63
2021-06-08,com.vansteinengroentjes.apps.ddfive,RO,,4.91
2021-06-08,com.vansteinengroentjes.apps.ddfive,PY,,1.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,PW,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,PT,,3.77
2021-06-08,com.vansteinengroentjes.apps.ddfive,PL,,4.32
2021-06-08,com.vansteinengroentjes.apps.ddfive,JM,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,ZA,,4.35
2021-06-08,com.vansteinengroentjes.apps.ddfive,IS,,4.33
2021-06-08,com.vansteinengroentjes.apps.ddfive,CR,,4.63
2021-06-08,com.vansteinengroentjes.apps.ddfive,CO,,4.72
2021-06-08,com.vansteinengroentjes.apps.ddfive,CN,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,CL,,4.2
2021-06-08,com.vansteinengroentjes.apps.ddfive,CH,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,CA,,4.12
2021-06-08,com.vansteinengroentjes.apps.ddfive,BY,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,BW,,1.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,CY,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,BR,,4.35
2021-06-08,com.vansteinengroentjes.apps.ddfive,BH,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,BG,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,BE,,3.7
2021-06-08,com.vansteinengroentjes.apps.ddfive,BD,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,BA,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,AU,,4.19
2021-06-08,com.vansteinengroentjes.apps.ddfive,AT,,3.91
2021-06-08,com.vansteinengroentjes.apps.ddfive,AR,,4.2
2021-06-08,com.vansteinengroentjes.apps.ddfive,BN,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,CZ,,4.8
2021-06-08,com.vansteinengroentjes.apps.ddfive,IT,,4.28
2021-06-08,com.vansteinengroentjes.apps.ddfive,DK,,4.2
2021-06-08,com.vansteinengroentjes.apps.ddfive,IR,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,IQ,,2.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,IN,,4.18
2021-06-08,com.vansteinengroentjes.apps.ddfive,IL,,4.18
2021-06-08,com.vansteinengroentjes.apps.ddfive,IE,,4.41
2021-06-08,com.vansteinengroentjes.apps.ddfive,DE,,4.15
2021-06-08,com.vansteinengroentjes.apps.ddfive,HU,,4.29
2021-06-08,com.vansteinengroentjes.apps.ddfive,HR,,4.45
2021-06-08,com.vansteinengroentjes.apps.ddfive,HK,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,ID,,4.55
2021-06-08,com.vansteinengroentjes.apps.ddfive,GR,,4.57
2021-06-08,com.vansteinengroentjes.apps.ddfive,GT,,2.5
2021-06-08,com.vansteinengroentjes.apps.ddfive,EC,,4.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,EE,,5.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,EG,,4.86
2021-06-08,com.vansteinengroentjes.apps.ddfive,DO,,2.0
2021-06-08,com.vansteinengroentjes.apps.ddfive,FI,,3.67
2021-06-08,com.vansteinengroentjes.apps.ddfive,FR,,4.5
2021-06-08,com.vansteinengroentjes.apps.ddfive,GB,,4.19
2021-06-08,com.vansteinengroentjes.apps.ddfive,ES,,3.96
2021-06-09,com.vansteinengroentjes.apps.ddfive,PE,,4.86
2021-06-09,com.vansteinengroentjes.apps.ddfive,PA,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,NZ,,4.43
2021-06-09,com.vansteinengroentjes.apps.ddfive,NO,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,NL,,4.16
2021-06-09,com.vansteinengroentjes.apps.ddfive,NI,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,MZ,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,MY,,4.38
2021-06-09,com.vansteinengroentjes.apps.ddfive,KR,,3.5
2021-06-09,com.vansteinengroentjes.apps.ddfive,MT,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,MD,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,LY,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,LV,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,LU,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,LT,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,LB,,4.5
2021-06-09,com.vansteinengroentjes.apps.ddfive,KW,,3.5
2021-06-09,com.vansteinengroentjes.apps.ddfive,PH,,4.24
2021-06-09,com.vansteinengroentjes.apps.ddfive,MX,,4.49
2021-06-09,com.vansteinengroentjes.apps.ddfive,PK,,3.75
2021-06-09,com.vansteinengroentjes.apps.ddfive,SI,,4.6
2021-06-09,com.vansteinengroentjes.apps.ddfive,PR,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,JP,,4.14
2021-06-09,com.vansteinengroentjes.apps.ddfive,VN,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,VE,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,UY,,4.86
2021-06-09,com.vansteinengroentjes.apps.ddfive,US,,4.04
2021-06-09,com.vansteinengroentjes.apps.ddfive,UA,,4.75
2021-06-09,com.vansteinengroentjes.apps.ddfive,TW,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,TR,,4.71
2021-06-09,com.vansteinengroentjes.apps.ddfive,TH,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,SV,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,SK,,4.25
2021-06-09,com.vansteinengroentjes.apps.ddfive,SG,,4.71
2021-06-09,com.vansteinengroentjes.apps.ddfive,SE,,4.22
2021-06-09,com.vansteinengroentjes.apps.ddfive,RU,,3.83
2021-06-09,com.vansteinengroentjes.apps.ddfive,RS,,4.63
2021-06-09,com.vansteinengroentjes.apps.ddfive,RO,,4.91
2021-06-09,com.vansteinengroentjes.apps.ddfive,PY,,1.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,PW,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,PT,,3.77
2021-06-09,com.vansteinengroentjes.apps.ddfive,PL,,4.32
2021-06-09,com.vansteinengroentjes.apps.ddfive,ZA,,4.35
2021-06-09,com.vansteinengroentjes.apps.ddfive,JM,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,IS,,4.33
2021-06-09,com.vansteinengroentjes.apps.ddfive,CR,,4.63
2021-06-09,com.vansteinengroentjes.apps.ddfive,CO,,4.72
2021-06-09,com.vansteinengroentjes.apps.ddfive,CN,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,CL,,4.2
2021-06-09,com.vansteinengroentjes.apps.ddfive,CH,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,CA,,4.12
2021-06-09,com.vansteinengroentjes.apps.ddfive,BY,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,BR,,4.35
2021-06-09,com.vansteinengroentjes.apps.ddfive,CY,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,BN,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,BG,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,BE,,3.7
2021-06-09,com.vansteinengroentjes.apps.ddfive,BD,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,BA,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,AU,,4.19
2021-06-09,com.vansteinengroentjes.apps.ddfive,AT,,3.91
2021-06-09,com.vansteinengroentjes.apps.ddfive,AR,,4.2
2021-06-09,com.vansteinengroentjes.apps.ddfive,IT,,4.28
2021-06-09,com.vansteinengroentjes.apps.ddfive,BH,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,CZ,,4.8
2021-06-09,com.vansteinengroentjes.apps.ddfive,BW,,1.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,DK,,4.2
2021-06-09,com.vansteinengroentjes.apps.ddfive,DE,,4.15
2021-06-09,com.vansteinengroentjes.apps.ddfive,IQ,,2.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,IN,,4.18
2021-06-09,com.vansteinengroentjes.apps.ddfive,IL,,4.18
2021-06-09,com.vansteinengroentjes.apps.ddfive,IE,,4.41
2021-06-09,com.vansteinengroentjes.apps.ddfive,ID,,4.55
2021-06-09,com.vansteinengroentjes.apps.ddfive,HU,,4.29
2021-06-09,com.vansteinengroentjes.apps.ddfive,HR,,4.45
2021-06-09,com.vansteinengroentjes.apps.ddfive,HK,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,GT,,2.5
2021-06-09,com.vansteinengroentjes.apps.ddfive,IR,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,DO,,2.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,GB,,4.19
2021-06-09,com.vansteinengroentjes.apps.ddfive,FR,,4.5
2021-06-09,com.vansteinengroentjes.apps.ddfive,FI,,3.67
2021-06-09,com.vansteinengroentjes.apps.ddfive,ES,,3.96
2021-06-09,com.vansteinengroentjes.apps.ddfive,EG,,4.86
2021-06-09,com.vansteinengroentjes.apps.ddfive,EE,,5.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,EC,,4.0
2021-06-09,com.vansteinengroentjes.apps.ddfive,GR,,4.57
2021-06-10,com.vansteinengroentjes.apps.ddfive,NI,,5.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,NL,,4.16
2021-06-10,com.vansteinengroentjes.apps.ddfive,NO,,4.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,PH,,4.24
2021-06-10,com.vansteinengroentjes.apps.ddfive,PA,,5.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,PE,,4.86
2021-06-10,com.vansteinengroentjes.apps.ddfive,MZ,,5.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,NZ,,4.43
2021-06-10,com.vansteinengroentjes.apps.ddfive,MY,,4.38
2021-06-10,com.vansteinengroentjes.apps.ddfive,LV,,5.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,MT,,5.0
2021-06-10,com.vansteinengroentjes.apps.ddfive,MD,,4.0
